,,,,,,Totals,Totals,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Shooting,Shooting
Rk,Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
327,Dickey Simpkins\simpkdi01,23,CHI,NBA,1995-96,60,12,11.4,1.3,2.7,1.3,2.7,0,0,1,1.6,1.1,1.5,2.6,0.6,0.2,0.1,0.9,1.3,3.6,0.481,0.478,1,0.484,0.629,0.533
328,Reggie Slater\slatere01,25,TOT,NBA,1995-96,11,0,6.5,1.3,2.5,1.3,2.5,0,0,0.3,0.6,0.4,1,1.4,0.2,0.2,0.3,0.8,1,2.8,0.519,0.519,,0.519,0.429,0.515
329,Michael Smith\smithmi02,23,SAC,NBA,1995-96,65,0,21.3,2.2,3.7,2.2,3.6,0,0,1,2.7,2.2,3.8,6,1.7,0.7,0.7,1.1,2.6,5.5,0.605,0.603,1,0.607,0.384,0.565
330,Žan Tabak\tabakza01,25,TOR,NBA,1995-96,67,18,19.9,3.4,6.2,3.4,6.2,0,0,1,1.7,1.7,3,4.8,0.9,0.4,0.5,1.5,3,7.7,0.543,0.545,0,0.543,0.561,0.554
331,Brooks Thompson\thompbr01,25,ORL,NBA,1995-96,33,0,7.5,1.5,3.1,0.7,1.2,0.8,1.9,0.6,0.8,0.1,0.6,0.7,0.9,0.4,0,0.7,1.1,4.2,0.466,0.59,0.391,0.587,0.704,0.609
332,Andy Toolson\toolsan01,30,UTA,NBA,1995-96,13,0,4.1,0.6,1.7,0.4,0.8,0.2,0.9,0.2,0.3,0,0.5,0.5,0.1,0,0,0.2,0.9,1.7,0.364,0.5,0.25,0.432,0.75,0.463
333,Charlie Ward\wardch01,25,NYK,NBA,1995-96,62,1,12.7,1.4,3.5,0.9,1.9,0.5,1.6,0.6,0.9,0.5,1.2,1.6,2.1,0.9,0.1,1.3,1.6,3.9,0.399,0.454,0.333,0.475,0.685,0.505
334,Jamie Watson\watsoja01,23,UTA,NBA,1995-96,16,0,13.6,1.1,2.7,0.9,2.3,0.2,0.4,0.6,0.8,0.3,1.4,1.7,1.5,0.5,0.1,1.1,1.9,3,0.419,0.417,0.429,0.453,0.692,0.493
335,Robert Werdann\werdaro01,25,NJN,NBA,1995-96,13,0,7.2,1.2,2.5,1.2,2.5,0,0,0.5,1,0.4,1.4,1.8,0.2,0.4,0.2,0.5,1.3,3,0.5,0.5,,0.5,0.538,0.517
336,Monty Williams\willimo01,24,TOT,NBA,1995-96,31,0,5.9,0.9,2.2,0.9,2.2,0,0,0.5,0.6,0.6,0.6,1.3,0.3,0.2,0.1,0.6,0.8,2.2,0.397,0.403,0,0.397,0.7,0.443
337,Dontonio Wingfield\wingfdo01,21,POR,NBA,1995-96,44,2,11.1,1.4,3.6,0.9,2.1,0.4,1.4,0.6,0.8,1,1.3,2.4,0.6,0.5,0.1,0.7,1.7,3.8,0.382,0.436,0.302,0.443,0.765,0.48
338,Sharone Wright\wrighsh01,23,TOT,NBA,1995-96,57,38,25.2,4.4,9,4.3,8.9,0,0.1,2.9,4.5,2.6,3.6,6.2,0.7,0.5,0.9,1.9,2.9,11.6,0.484,0.485,0.333,0.485,0.645,0.53
339,Cory Alexander\alexaco01,23,SAS,NBA,1996-97,80,6,18.2,2.4,6.1,1.3,3,1.2,3.2,1.2,1.6,0.4,1.2,1.5,3.2,1,0.2,1.8,1.9,7.2,0.396,0.42,0.373,0.492,0.736,0.528
340,Jerome Allen\allenje01,24,TOT,NBA,1996-97,76,1,12.4,1,2.9,0.6,1.7,0.4,1.2,0.6,0.9,0.3,1,1.3,2,0.4,0.1,0.9,1.1,3,0.353,0.375,0.323,0.421,0.583,0.451
341,Ashraf Amaya\amayaas01,25,WSB,NBA,1996-97,31,0,4.6,0.4,1.3,0.4,1.3,0,0,0.5,0.9,0.6,1.1,1.7,0.1,0.2,0.1,0.3,0.9,1.3,0.3,0.282,1,0.313,0.536,0.382
342,Brent Barry\barrybr01,25,LAC,NBA,1996-97,59,0,18.5,2.6,6.4,1.7,3.5,0.9,2.9,1.3,1.6,0.5,1.4,1.9,2.6,0.9,0.3,1.3,1.5,7.5,0.409,0.481,0.324,0.483,0.817,0.526
343,Travis Best\besttr01,24,IND,NBA,1996-97,76,46,27.2,3.6,8.2,2.9,6.1,0.8,2,2,2.6,0.5,1.7,2.2,4.2,1.3,0.1,2,2.9,9.9,0.442,0.467,0.368,0.488,0.756,0.533
344,Melvin Booker\bookeme01,24,TOT,NBA,1996-97,21,4,20.5,2.2,5,1.6,3.2,0.6,1.8,0.9,1,0.3,1,1.4,2.5,0.1,0.1,1.3,1.3,5.8,0.438,0.5,0.324,0.495,0.9,0.536
345,Donnie Boyce\boycedo01,23,ATL,NBA,1996-97,22,2,7,1,2.9,0.9,2.1,0.1,0.7,0.5,1,0.3,0.4,0.7,0.6,0.5,0.2,0.7,0.8,2.5,0.333,0.404,0.125,0.349,0.5,0.378
346,Jason Caffey\caffeja01,23,CHI,NBA,1996-97,75,19,18.7,2.7,5.1,2.7,5.1,0,0,1.9,2.8,1.8,2.2,4,1.2,0.3,0.1,1.3,2,7.3,0.532,0.534,0,0.532,0.659,0.574
347,Chris Carr\carrch01,22,MIN,NBA,1996-97,55,10,15.1,2.3,4.9,1.7,3.3,0.6,1.6,1,1.3,0.6,1.5,2.1,0.9,0.4,0.2,0.7,1.7,6.1,0.461,0.514,0.352,0.518,0.767,0.556
348,Randolph Childress\childra01,24,TOT,NBA,1996-97,23,0,6.7,0.6,1.7,0.4,0.9,0.2,0.8,0.3,0.3,0,0.2,0.3,0.7,0.4,0,0.8,0.7,1.7,0.35,0.429,0.263,0.413,0.75,0.448
349,Sasha Danilović\danilsa01,26,TOT,NBA,1996-97,56,42,31.9,4.4,10.2,2.9,6,1.5,4.2,2.2,2.7,0.5,1.9,2.4,1.8,1,0.2,2.1,2.9,12.5,0.435,0.488,0.36,0.51,0.801,0.552
350,Mark Davis\davisma02,23,PHI,NBA,1996-97,75,17,22.7,3.3,7.1,3,5.9,0.3,1.2,1.5,2.2,1.8,2.5,4.3,1.8,1.1,0.4,1.6,3.1,8.5,0.469,0.514,0.258,0.492,0.673,0.525
351,Andrew DeClercq\declean01,23,GSW,NBA,1996-97,71,1,15,2,3.8,2,3.8,0,0,1.3,2.1,1.7,2.5,4.2,0.5,0.5,0.4,1.1,3.2,5.3,0.52,0.52,,0.52,0.603,0.552
352,Tyus Edney\edneyty01,23,SAC,NBA,1996-97,70,20,19.7,2.1,5.6,2,5,0.1,0.6,2.5,3.1,0.5,1.1,1.6,3.2,0.9,0,1.6,1.4,6.9,0.384,0.407,0.19,0.394,0.823,0.499
353,Michael Finley\finlemi01,23,TOT,NBA,1996-97,83,54,33.6,5.7,12.9,4.5,9.5,1.2,3.4,2.4,3,1.1,3.4,4.5,2.7,0.8,0.3,2,1.7,15,0.444,0.473,0.361,0.491,0.808,0.53
354,Kevin Garnett\garneke01,20,MIN,NBA,1996-97,77,77,38.9,7.1,14.3,7.1,14,0.1,0.3,2.7,3.5,2.5,5.6,8,3.1,1.4,2.1,2.3,2.6,17,0.499,0.503,0.286,0.502,0.754,0.537
355,Anthony Goldwire\goldwan01,25,TOT,NBA,1996-97,60,30,19.8,2.2,5.5,1.1,3,1.1,2.6,1,1.3,0.2,1.2,1.4,3.7,0.6,0,1.3,1.7,6.5,0.397,0.379,0.418,0.494,0.782,0.531
356,Alan Henderson\hendeal01,24,ATL,NBA,1996-97,30,0,16.7,2.6,5.4,2.6,5.4,0,0,1.5,2.5,1.6,2.3,3.9,0.8,0.7,0.2,1,2.4,6.6,0.475,0.475,,0.475,0.6,0.51
357,Fred Hoiberg\hoibefr01,24,IND,NBA,1996-97,47,0,12.2,1.4,3.3,0.8,1.8,0.6,1.5,1.3,1.6,0.3,1.4,1.7,0.9,0.6,0.1,0.5,1.1,4.8,0.429,0.442,0.414,0.522,0.792,0.59
358,Chris Jent\jentch01,27,NYK,NBA,1996-97,3,0,3.3,0.7,2,0,1,0.7,1,0,0,0.3,0,0.3,0.3,0,0,0,0.7,2,0.333,0,0.667,0.5,,0.5
359,Frankie King\kingfr01,24,PHI,NBA,1996-97,7,0,8.4,1,2.4,0.9,2.1,0.1,0.3,0.7,0.7,0.6,1.4,2,0.7,0.6,0,0.4,1,2.9,0.412,0.4,0.5,0.441,1,0.521
360,Jimmy King\kingji02,23,DEN,NBA,1996-97,2,0,11,1,3,1,3,0,0,1,2,1,0,1,1,1.5,0,0.5,1,3,0.333,0.333,,0.333,0.5,0.387
361,Voshon Lenard\lenarvo01,23,MIA,NBA,1996-97,73,47,28.9,4.3,9.4,1.8,3.3,2.5,6.1,1.2,1.4,0.5,2.5,3,2.2,0.7,0.2,1.5,2.3,12.3,0.459,0.541,0.414,0.593,0.819,0.614
362,Martin Lewis\lewisma01,21,TOR,NBA,1996-97,9,0,5.6,0.7,1.6,0.6,1.2,0.1,0.3,0.1,0.2,0.4,0.2,0.7,0.4,0.1,0.2,0.1,0.9,1.6,0.429,0.455,0.333,0.464,0.5,0.47
363,Rich Manning\manniri01,26,TOT,NBA,1996-97,26,2,7.7,1.2,3.2,1.2,3,0.1,0.2,0.3,0.5,0.6,0.9,1.5,0.1,0.2,0.1,0.3,1.1,2.9,0.39,0.385,0.5,0.402,0.643,0.425
364,Donny Marshall\marshdo02,24,CLE,NBA,1996-97,56,0,9.8,0.9,2.9,0.3,1.3,0.6,1.6,0.7,1,0.4,0.9,1.3,0.4,0.4,0.1,0.6,1.1,3.1,0.325,0.26,0.379,0.428,0.704,0.476
365,Cuonzo Martin\marticu01,25,MIL,NBA,1996-97,3,0,4.3,0,2.3,0,1.7,0,0.7,0,0,0.3,0,0.3,0.3,0,0,0.3,0.3,0,0,0,0,0,,0
366,Antonio McDyess\mcdyean01,22,DEN,NBA,1996-97,74,73,34.7,7.2,15.6,7.2,15.2,0.1,0.5,3.7,5.2,2.1,5.2,7.3,1.4,0.8,1.7,2.7,3.7,18.3,0.463,0.472,0.171,0.466,0.708,0.509
367,Loren Meyer\meyerlo01,24,TOT,NBA,1996-97,54,33,13.1,2,4.5,1.9,4.4,0.1,0.1,0.9,1.2,1,1.7,2.7,0.4,0.2,0.3,1.1,2.3,4.9,0.443,0.439,0.571,0.451,0.719,0.489
368,Lawrence Moten\motenla01,24,VAN,NBA,1996-97,67,18,18.1,2.6,6.6,1.9,4.5,0.6,2.1,1,1.5,0.6,1.1,1.8,1.9,0.7,0.4,1.2,1.2,6.7,0.388,0.433,0.291,0.434,0.646,0.461
369,Ivano Newbill\newbiiv01,26,ATL,NBA,1996-97,72,2,11.8,0.6,1.3,0.6,1.3,0,0,0.3,0.7,1.1,1.8,2.8,0.3,0.4,0.2,0.6,1.6,1.4,0.44,0.44,,0.44,0.385,0.439
370,Ed O'Bannon\obanned01,24,TOT,NBA,1996-97,64,5,12.6,1.5,4.4,1.2,3.3,0.3,1.1,0.5,0.5,0.8,1.5,2.3,0.6,0.5,0.2,0.3,1.5,3.7,0.333,0.359,0.257,0.366,0.886,0.399
371,Greg Ostertag\ostergr01,23,UTA,NBA,1996-97,77,70,23.6,2.7,5.3,2.7,5.2,0,0.1,1.8,2.7,2.3,5,7.3,0.4,0.3,2,1,3,7.3,0.515,0.52,0,0.515,0.678,0.561
372,Cherokee Parks\parksch02,24,MIN,NBA,1996-97,76,0,12.6,1.4,2.7,1.4,2.6,0,0,0.6,1,1.1,1.5,2.6,0.4,0.5,0.6,0.4,2,3.3,0.51,0.512,0,0.51,0.605,0.535
373,Theo Ratliff\ratlith01,23,DET,NBA,1996-97,76,38,17,2.4,4.4,2.4,4.4,0,0,1.1,1.5,1.4,1.9,3.4,0.2,0.4,1.5,0.7,2.4,5.8,0.531,0.531,,0.531,0.698,0.566
374,Bryant Reeves\reevebr01,23,VAN,NBA,1996-97,75,75,37,6.6,13.7,6.6,13.5,0,0.1,2.9,4.1,2.3,5.8,8.1,2.1,0.4,0.9,2.3,3.6,16.2,0.486,0.49,0.091,0.486,0.704,0.523
375,Don Reid\reiddo01,23,DET,NBA,1996-97,47,14,9.8,1.1,2.4,1.1,2.4,0,0,0.5,0.7,0.8,1.4,2.1,0.3,0.3,0.3,0.5,2.2,2.8,0.482,0.486,0,0.482,0.75,0.523
376,Shawn Respert\respesh01,24,TOT,NBA,1996-97,41,0,12.1,1.4,3.4,1,2,0.5,1.4,0.8,1,0.3,0.6,1,1,0.5,0,0.7,1,4.2,0.424,0.476,0.351,0.496,0.872,0.551
377,Lou Roe\roelo01,24,GSW,NBA,1996-97,17,0,6.3,0.8,2.8,0.6,2.2,0.2,0.6,0.5,1.1,0.4,0.4,0.8,0.4,0.2,0.1,0.6,0.6,2.4,0.292,0.297,0.273,0.323,0.474,0.355
378,Arvydas Sabonis\sabonar01,32,POR,NBA,1996-97,69,68,25.5,4.8,9.5,4,7.6,0.7,1.9,3.2,4.2,1.7,6.3,7.9,2.1,0.9,1.2,2.2,2.9,13.4,0.498,0.53,0.371,0.536,0.777,0.592
379,Joe Smith\smithjo02,21,GSW,NBA,1996-97,80,80,38.6,7.3,16.2,7.2,15.6,0.2,0.6,3.8,4.7,3.3,5.2,8.5,1.6,0.9,1.1,2.4,3.1,18.7,0.454,0.461,0.261,0.459,0.814,0.512
380,Eric Snow\snower01,23,SEA,NBA,1996-97,67,0,11.6,1.1,2.4,1,2.2,0.1,0.2,0.7,1,0.3,0.8,1,2.4,0.6,0,0.7,1.4,3,0.451,0.47,0.267,0.463,0.712,0.515
381,Jerry Stackhouse\stackje01,22,PHI,NBA,1996-97,81,81,39.1,6.6,16.1,5.3,11.9,1.3,4.2,6.3,8.2,1.9,2.2,4.2,3.1,1.1,0.8,3.9,2.7,20.7,0.407,0.446,0.298,0.446,0.766,0.524
382,Damon Stoudamire\stoudda01,23,TOR,NBA,1996-97,81,81,40.9,7,17.4,4.8,11.2,2.2,6.1,4.1,5,1.1,3,4.1,8.8,1.5,0.2,3.6,2,20.2,0.401,0.426,0.355,0.463,0.823,0.516
383,Mark Strickland\stricma01,26,MIA,NBA,1996-97,31,0,4.9,0.8,1.9,0.8,1.9,0,0,0.4,0.7,0.5,0.7,1.2,0,0.1,0.3,0.5,0.5,2,0.417,0.424,0,0.417,0.571,0.448
384,Bob Sura\surabo01,23,CLE,NBA,1996-97,82,23,27.7,3.1,7.2,2.4,5.2,0.6,2,2.4,3.9,0.9,2.8,3.8,4.8,1.1,0.4,2.2,2.7,9.2,0.431,0.473,0.323,0.476,0.614,0.519
385,Carl Thomas\thomaca01,27,CLE,NBA,1996-97,19,0,4.1,0.5,1.3,0.4,0.6,0.1,0.6,0.1,0.1,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.4,1.1,0.375,0.583,0.167,0.417,1,0.43
386,Kurt Thomas\thomaku01,24,MIA,NBA,1996-97,18,9,20.8,2.2,5.8,2.2,5.8,0,0.1,1.9,2.6,1.7,4.2,5.9,0.5,0.7,0.5,1.4,3.7,6.3,0.371,0.375,0,0.371,0.761,0.451
387,Gary Trent\trentga01,22,POR,NBA,1996-97,82,28,23.4,4.4,8.2,4.4,8.1,0,0.1,2,2.8,1.9,3.3,5.2,1.1,0.6,0.4,1.6,2.3,10.8,0.536,0.544,0,0.536,0.699,0.569
388,David Vaughn\vaughda02,23,ORL,NBA,1996-97,35,6,8.5,0.9,2.1,0.9,2.1,0,0,0.5,0.9,1,1.7,2.7,0.2,0.2,0.4,0.8,1.2,2.3,0.431,0.431,,0.431,0.633,0.475
389,Rasheed Wallace\wallara01,22,POR,NBA,1996-97,62,56,30.5,6.1,11,6,10.5,0.1,0.5,2.7,4.3,2,4.8,6.8,1.2,0.8,1,1.8,3.2,15.1,0.558,0.573,0.273,0.565,0.638,0.588
390,Eric Williams\willier01,24,BOS,NBA,1996-97,72,67,33.8,5.2,11.4,5.2,11.3,0,0.1,4.6,6.1,1.8,2.8,4.6,1.8,1,0.2,1.9,3,15,0.456,0.458,0.25,0.457,0.752,0.533
391,Corliss Williamson\willico02,23,SAC,NBA,1996-97,79,31,25.2,4.7,9.4,4.7,9.4,0,0,2.2,3.2,1.8,2.4,4.1,1.6,0.8,0.6,2,3.3,11.6,0.498,0.5,0,0.498,0.689,0.535
392,George Zídek\zidekge01,23,TOT,NBA,1996-97,52,2,7.2,0.9,2.3,0.9,2.2,0,0,0.9,1.1,0.7,1,1.7,0.3,0.1,0.1,0.5,1.2,2.8,0.415,0.422,0,0.415,0.789,0.5
393,Shareef Abdur-Rahim\abdursh01,21,VAN,NBA,1997-98,82,82,36,8,16.4,7.7,15.8,0.3,0.6,6.1,7.8,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3,0.485,0.488,0.412,0.493,0.784,0.562
394,Ray Allen\allenra02,22,MIL,NBA,1997-98,82,82,40.1,6.9,16,5.2,11.5,1.6,4.5,4.2,4.8,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3,19.5,0.428,0.453,0.364,0.479,0.875,0.539
395,Shandon Anderson\andersh01,24,UTA,NBA,1997-98,82,2,19.5,3.3,6.1,3.2,5.7,0.1,0.4,1.7,2.3,1,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3,0.538,0.56,0.219,0.545,0.735,0.586
396,Corey Beck\beckco01,26,CHH,NBA,1997-98,59,14,12.5,1.2,2.7,1.2,2.6,0,0.1,0.7,1,0.5,1.1,1.5,1.7,0.6,0.1,1.2,1.7,3.2,0.459,0.458,0.5,0.465,0.729,0.516
397,Mario Bennett\bennema01,24,LAL,NBA,1997-98,45,4,7.9,1.8,3,1.8,3,0,0,0.4,1,1.3,1.5,2.8,0.4,0.4,0.2,0.5,1.4,3.9,0.593,0.594,0.5,0.596,0.364,0.573
398,Bruce Bowen\bowenbr01,26,BOS,NBA,1997-98,61,9,21.4,2,4.9,1.7,3.9,0.3,1,1.2,2,1.3,1.6,2.9,1.3,1.4,0.5,0.9,2.9,5.6,0.409,0.427,0.339,0.443,0.623,0.483
399,Kobe Bryant\bryanko01,19,LAL,NBA,1997-98,79,1,26,4.9,11.6,4,8.8,0.9,2.8,4.6,5.8,1,2.1,3.1,2.5,0.9,0.5,2,2.3,15.4,0.428,0.456,0.341,0.469,0.794,0.548
400,Marcus Camby\cambyma01,23,TOR,NBA,1997-98,63,58,31.8,4.9,11.9,4.9,11.8,0,0,2.4,3.9,3.2,4.2,7.4,1.8,1.1,3.7,2.1,3.2,12.1,0.412,0.413,0,0.412,0.611,0.448
401,Bill Curley\curlebi01,25,MIN,NBA,1997-98,11,1,13.3,1.5,3,1.5,2.9,0,0.1,0.2,0.3,1,1.5,2.5,0.4,0.3,0.1,0.3,2.5,3.1,0.485,0.5,0,0.485,0.667,0.495
402,Erick Dampier\dampier01,22,GSW,NBA,1997-98,82,82,32.4,4.3,9.6,4.3,9.6,0,0,3.3,4.9,3.3,5.4,8.7,1.1,0.5,1.7,2.1,3.4,11.8,0.445,0.446,0,0.445,0.669,0.502
403,Ben Davis\davisbe01,25,NYK,NBA,1997-98,7,0,1.9,0.3,1.4,0.3,1.4,0,0,0,0,0.9,0,0.9,0,0.1,0,0,0.4,0.6,0.2,0.2,,0.2,,0.2
404,Emanual Davis\davisem01,29,HOU,NBA,1997-98,45,0,13.3,1.4,3.2,0.8,1.6,0.6,1.6,0.7,0.8,0.2,0.8,1,1.3,0.4,0.1,1.2,1.2,4.1,0.444,0.514,0.375,0.539,0.838,0.581
405,Tony Delk\delkto01,24,TOT,NBA,1997-98,77,9,21.8,4.1,10.4,3.5,8.3,0.5,2,1.4,2,0.5,1.7,2.2,2.2,0.9,0.2,1.4,1.2,10.1,0.393,0.424,0.268,0.42,0.735,0.452
406,Brian Evans\evansbr01,24,TOT,NBA,1997-98,72,1,12.4,1.7,4.3,1.3,3.1,0.4,1.2,0.6,0.8,0.7,1.2,1.9,0.8,0.4,0.2,0.5,1.4,4.5,0.394,0.418,0.333,0.441,0.807,0.476
407,Jamie Feick\feickja01,23,MIL,NBA,1997-98,45,2,10,0.9,2,0.8,1.7,0.1,0.3,0.4,0.9,1,1.8,2.8,0.4,0.6,0.4,0.5,1.5,2.3,0.433,0.455,0.308,0.456,0.488,0.472
408,Derek Fisher\fishede01,23,LAL,NBA,1997-98,82,36,21.5,2,4.6,1.6,3.6,0.4,1,1.4,1.9,0.5,1.9,2.4,4.1,0.9,0.1,1.5,1.5,5.8,0.434,0.448,0.383,0.475,0.757,0.533
409,Todd Fuller\fulleto02,23,GSW,NBA,1997-98,57,1,10.8,1.5,3.6,1.5,3.5,0,0.1,1,1.4,1.1,2.4,3.4,0.2,0.1,0.3,0.6,1.6,4,0.42,0.428,0,0.42,0.688,0.473
410,Dean Garrett\garrede01,31,DEN,NBA,1997-98,82,82,32.1,3,6.9,3,6.9,0,0,1.4,2.1,2.8,5.1,7.9,1.1,0.7,1.6,1,2.4,7.3,0.428,0.428,,0.428,0.648,0.465
411,Reggie Geary\gearyre01,24,SAS,NBA,1997-98,62,2,11,0.9,2.7,0.7,2.1,0.2,0.6,0.5,0.9,0.3,0.8,1.1,1.2,0.6,0.2,0.7,1.5,2.5,0.331,0.341,0.3,0.367,0.5,0.392
412,Darvin Ham\hamda01,24,WAS,NBA,1997-98,71,3,8.9,0.8,1.5,0.8,1.5,0,0,0.5,1,1,0.8,1.8,0.2,0.3,0.4,0.5,1.7,2,0.529,0.529,,0.529,0.473,0.531
413,Othella Harrington\harriot01,24,HOU,NBA,1997-98,58,3,15.6,2.2,4.6,2.2,4.6,0,0,1.6,2.1,1.3,2.3,3.6,0.4,0.2,0.5,0.8,1.9,6,0.485,0.487,0,0.485,0.754,0.547
414,Mark Hendrickson\hendrma01,23,SAC,NBA,1997-98,48,1,15.4,1.2,3.1,1.2,3,0,0.1,1,1.2,0.7,2.3,3,0.9,0.5,0.2,0.6,1.3,3.4,0.389,0.403,0,0.389,0.825,0.468
415,Allen Iverson\iversal01,22,PHI,NBA,1997-98,80,80,39.4,8.1,17.6,7.2,14.7,0.9,2.9,4.9,6.7,1.1,2.6,3.7,6.2,2.2,0.3,3.1,2.5,22,0.461,0.494,0.298,0.486,0.729,0.535
416,Kerry Kittles\kittlke01,23,NJN,NBA,1997-98,77,76,36.5,6.6,15,5.2,11.6,1.4,3.4,2.6,3.2,1.7,3,4.7,2.3,1.7,0.5,1.4,2,17.2,0.44,0.447,0.418,0.488,0.808,0.525
417,Travis Knight\knightr01,23,BOS,NBA,1997-98,74,21,20.3,2.6,5.9,2.4,5.2,0.2,0.7,1.1,1.4,2,3,4.9,1.4,0.7,1.1,1.2,3.4,6.5,0.441,0.465,0.273,0.458,0.786,0.499
418,Priest Lauderdale\laudepr01,24,DEN,NBA,1997-98,39,0,8.8,1.4,3.3,1.4,3.3,0,0,1,1.8,0.7,1.9,2.6,0.5,0.2,0.4,1.2,1.6,3.7,0.417,0.417,,0.417,0.551,0.458
419,Randy Livingston\livinra01,22,ATL,NBA,1997-98,12,0,6.8,0.3,1,0.3,1,0,0,0.3,0.4,0.1,0.4,0.5,0.4,0.6,0.2,0.5,0.5,0.8,0.25,0.25,,0.25,0.8,0.352
420,Horacio Llamas Grey\llamaho01,24,PHO,NBA,1997-98,8,0,5.3,1,2.6,0.9,2.3,0.1,0.4,0.9,1.3,0.5,1.8,2.3,0.1,0.1,0.4,1.1,1.8,3,0.381,0.389,0.333,0.405,0.7,0.472
421,Matt Maloney\malonma01,26,HOU,NBA,1997-98,78,78,28.4,3.1,7.5,1.4,3.1,1.6,4.4,0.8,1,0.2,1.6,1.8,2.8,0.8,0.1,1.4,1.3,8.6,0.408,0.471,0.364,0.515,0.833,0.539
422,Stephon Marbury\marbust01,20,MIN,NBA,1997-98,82,81,38,6.3,15.1,5.1,11.4,1.2,3.7,4,5.5,0.7,2.1,2.8,8.6,1.3,0.1,3.1,2.7,17.7,0.415,0.448,0.313,0.453,0.731,0.505
423,Walter McCarty\mccarwa01,23,BOS,NBA,1997-98,82,64,28.5,3.6,8.9,2.9,6.8,0.7,2.1,1.8,2.4,1.7,2.7,4.4,2.2,1.3,0.5,1.7,3.3,9.6,0.404,0.434,0.309,0.441,0.742,0.483
424,Martin Müürsepp\muursma01,23,DAL,NBA,1997-98,41,7,14.7,2,4.7,1.6,3.7,0.4,0.9,1.2,1.6,1.1,1.7,2.8,0.7,0.7,0.3,0.7,2.3,5.7,0.435,0.438,0.421,0.476,0.761,0.528
425,Steve Nash\nashst01,23,PHO,NBA,1997-98,76,9,21.9,3.5,7.7,2.5,5.1,1.1,2.6,1,1.1,0.4,1.7,2.1,3.4,0.8,0.1,1.3,1.9,9.1,0.459,0.481,0.415,0.528,0.86,0.556
426,Jermaine O'Neal\onealje01,19,POR,NBA,1997-98,60,9,13.5,1.9,3.9,1.9,3.8,0,0,0.8,1.5,1.3,2,3.4,0.3,0.3,1,0.9,1.7,4.5,0.485,0.489,0,0.485,0.506,0.498
427,Vitaly Potapenko\potapvi01,22,CLE,NBA,1997-98,80,0,17.7,2.9,6.1,2.9,6.1,0,0,1.3,1.8,1.4,2.5,3.9,0.7,0.3,0.4,1.7,2.5,7.1,0.48,0.48,0,0.48,0.708,0.517
428,Chris Robinson\robinch01,23,TOT,NBA,1997-98,35,0,11.8,1.9,5,1.2,3.1,0.7,1.9,0.2,0.5,0.3,1.1,1.3,1.1,0.5,0.1,0.9,1.4,4.6,0.374,0.38,0.364,0.443,0.5,0.447
429,Roy Rogers\rogerro02,24,TOT,NBA,1997-98,15,0,7.1,0.6,1.7,0.6,1.7,0,0,0.1,0.4,0.5,0.6,1.1,0.1,0.2,0.5,0.3,1.2,1.3,0.36,0.36,,0.36,0.333,0.362
430,Malik Rose\rosema01,23,SAS,NBA,1997-98,53,0,8.1,1.1,2.6,1.1,2.5,0,0.1,0.7,1.2,0.8,0.9,1.7,0.4,0.4,0.1,0.8,1.5,3,0.434,0.436,0.333,0.438,0.639,0.485
431,Kevin Salvadori\salvake01,27,SAC,NBA,1997-98,16,0,5.4,0.1,0.8,0.1,0.8,0,0,0.2,0.4,0.3,0.9,1.3,0.2,0,0.7,0.3,0.8,0.3,0.077,0.077,,0.077,0.5,0.16
432,Shawnelle Scott\scottsh01,25,CLE,NBA,1997-98,41,0,4.6,0.4,0.9,0.4,0.9,0,0,0.3,0.4,0.5,1,1.4,0.2,0.1,0.2,0.2,1.1,1.1,0.444,0.444,,0.444,0.667,0.501
433,Joe Stephens\stephjo01,25,HOU,NBA,1997-98,7,0,5.3,1.4,4,1,2.6,0.4,1.4,0.6,0.9,0.4,0.4,0.9,0.1,0.3,0,0.3,0.3,3.9,0.357,0.389,0.3,0.411,0.667,0.441
434,Erick Strickland\stricer01,24,DAL,NBA,1997-98,67,19,22.5,3,8.3,2.3,5.9,0.7,2.4,1,1.3,0.5,1.9,2.4,2.5,0.8,0.1,1.6,2.1,7.6,0.357,0.382,0.294,0.4,0.774,0.429
435,Antoine Walker\walkean02,21,BOS,NBA,1997-98,82,82,39.9,8.8,20.8,7.7,17.2,1.1,3.6,3.7,5.8,3.3,6.9,10.2,3.3,1.7,0.7,3.6,3.2,22.4,0.423,0.447,0.312,0.45,0.645,0.481
436,Samaki Walker\walkesa01,21,DAL,NBA,1997-98,41,19,25,3.8,7.8,3.8,7.8,0,0,1.3,2.4,2.3,5,7.4,0.6,0.7,1,1.5,3.1,8.9,0.486,0.488,0,0.486,0.546,0.502
